age,annual_income,monthly_income_reported,employment_years,credit_score,loan_amount,debt_to_income,num_late_payments,num_credit_cards,has_cosigner,random_noise,defaulted
59.0,43645.0,3646.0,36.1,684.0,24751.0,0.289,1,5,0,-0.445,0
47.0,75200.0,6067.0,22.0,662.0,22492.0,0.467,0,2,0,-1.715,0
21.0,24035.0,2075.0,0.6,755.0,7243.0,0.338,0,4,0,1.204,0
53.0,63948.0,5441.0,2.3,756.0,32471.0,0.246,0,2,0,0.723,1
34.0,45690.0,3947.0,4.2,705.0,4728.0,0.19,0,3,1,1.258,0
39.0,92268.0,7954.0,4.9,724.0,53051.0,0.287,0,5,0,-2.067,0
24.0,53922.0,4462.0,1.0,574.0,35009.0,0.379,3,3,0,1.043,1
44.0,96495.0,7901.0,16.0,650.0,68493.0,0.241,1,6,0,0.958,0
31.0,69114.0,5451.0,9.5,784.0,42531.0,0.296,0,5,0,0.573,0
39.0,51933.0,4293.0,13.0,723.0,22334.0,0.238,0,3,1,0.088,0
35.0,78397.0,6764.0,5.8,561.0,55298.0,0.259,5,2,0,-0.64,1
59.0,78623.0,6443.0,38.0,642.0,32883.0,0.172,1,3,0,0.567,0
60.0,68013.0,5644.0,34.3,785.0,43549.0,0.321,2,1,0,-0.432,0
39.0,19605.0,1616.0,12.7,698.0,1916.0,0.308,0,7,1,0.716,0
39.0,35346.0,2968.0,7.4,676.0,20563.0,0.441,2,1,0,-0.454,0
34.0,102533.0,8764.0,9.5,680.0,11594.0,0.304,3,3,1,-0.251,0
50.0,31254.0,2524.0,12.3,660.0,2212.0,0.222,1,3,1,-0.849,0
34.0,81813.0,6634.0,2.2,624.0,34908.0,0.439,1,3,0,-0.023,0
33.0,75583.0,6486.0,8.3,606.0,10550.0,0.33,0,3,1,0.038,0
49.0,39676.0,3355.0,20.1,741.0,11658.0,0.312,0,2,0,1.258,0
32.0,22409.0,1858.0,4.2,679.0,14133.0,0.292,1,0,1,0.129,0
38.0,42577.0,3669.0,16.3,718.0,19701.0,0.309,0,1,0,-2.803,0
21.0,140112.0,11357.0,0.9,699.0,84072.0,0.207,1,1,0,2.501,1
46.0,37295.0,3166.0,15.0,766.0,23782.0,0.285,0,2,0,-0.583,0
59.0,38471.0,3202.0,2.4,693.0,15781.0,0.271,0,4,0,-1.656,1
46.0,35108.0,2961.0,0.4,718.0,27708.0,0.329,1,1,0,1.087,1
54.0,95010.0,7540.0,21.8,683.0,19151.0,0.405,1,3,0,0.865,0
29.0,49305.0,4087.0,7.1,597.0,5605.0,0.389,1,3,0,-0.324,0
41.0,41499.0,3509.0,10.3,649.0,11988.0,0.344,2,3,0,-1.216,1
28.0,103897.0,8647.0,0.2,701.0,64611.0,0.121,2,1,0,0.262,0
35.0,71386.0,6098.0,2.2,709.0,8722.0,0.249,1,6,0,-0.398,0
46.0,36367.0,3105.0,5.6,764.0,14549.0,0.111,1,5,0,0.046,0
39.0,31713.0,2592.0,12.0,634.0,15175.0,0.401,1,1,0,0.071,0
22.0,92620.0,7846.0,1.2,676.0,60756.0,0.281,1,3,0,-1.912,1
24.0,55417.0,4526.0,0.4,651.0,37929.0,0.278,0,3,0,-0.566,0
23.0,27392.0,2285.0,1.4,774.0,6278.0,0.224,0,3,1,-0.46,0
43.0,24654.0,2081.0,20.4,697.0,6301.0,0.419,1,4,0,-0.087,0
61.0,33285.0,2727.0,17.9,697.0,18739.0,0.303,1,3,0,0.024,0
53.0,31487.0,2665.0,4.9,660.0,21878.0,0.281,0,4,0,-1.641,0
21.0,21902.0,1807.0,0.6,645.0,3861.0,0.305,1,1,0,-0.62,1
54.0,33534.0,2762.0,31.3,574.0,19851.0,0.313,2,1,0,-0.268,0
48.0,36370.0,3074.0,3.3,573.0,8302.0,0.279,1,2,0,-0.245,0
21.0,44662.0,3660.0,0.2,673.0,8285.0,0.419,0,5,0,1.044,0
35.0,117818.0,9644.0,8.3,668.0,35718.0,0.418,0,3,1,0.707,0
50.0,48777.0,4149.0,10.2,678.0,31509.0,0.302,0,6,0,2.776,0
44.0,51005.0,4260.0,21.5,737.0,30956.0,0.215,0,1,0,-1.071,0
24.0,69165.0,5596.0,2.6,668.0,28290.0,0.326,2,3,0,0.919,0
45.0,49429.0,4190.0,3.6,637.0,28948.0,0.233,2,2,0,0.34,0
21.0,65851.0,5443.0,0.9,646.0,23337.0,0.436,0,4,1,-0.318,0
36.0,62403.0,5054.0,10.0,682.0,12972.0,0.45,0,7,1,0.352,0
51.0,58119.0,4600.0,15.1,641.0,39653.0,0.365,3,3,0,1.181,1
38.0,190994.0,16204.0,4.7,737.0,17255.0,0.177,0,1,0,-0.289,0
33.0,82876.0,6788.0,8.1,663.0,60148.0,0.246,0,4,0,1.03,0
48.0,33803.0,2747.0,25.0,690.0,21690.0,0.273,1,2,0,0.301,0
49.0,64970.0,5483.0,1.1,603.0,38507.0,0.209,1,1,0,0.08,1
52.0,38515.0,3261.0,12.2,741.0,18366.0,0.263,1,3,0,2.367,0
48.0,67232.0,5514.0,25.8,774.0,44206.0,0.316,0,4,0,-0.898,0
50.0,29621.0,2514.0,11.4,570.0,2108.0,0.346,3,2,0,0.701,0
46.0,33409.0,2899.0,0.9,689.0,16479.0,0.422,1,2,1,1.114,0
41.0,64206.0,5495.0,2.1,654.0,15780.0,0.291,0,3,0,0.46,0
39.0,86167.0,7352.0,13.1,686.0,45621.0,0.263,1,1,0,-0.275,0
35.0,68960.0,5783.0,10.8,697.0,38345.0,0.164,2,3,0,0.25,0
25.0,80776.0,6672.0,0.5,504.0,17048.0,0.328,4,2,0,-1.36,0
27.0,65076.0,5417.0,1.6,714.0,10809.0,0.248,0,1,0,-0.867,0
35.0,59439.0,4997.0,8.4,742.0,29161.0,0.272,0,4,1,0.86,0
41.0,43845.0,3562.0,14.2,753.0,33122.0,0.237,2,4,0,-0.557,0
54.0,79296.0,6506.0,5.3,597.0,43421.0,0.239,4,3,0,-1.083,0
38.0,87228.0,7061.0,8.0,662.0,36036.0,0.365,2,4,0,0.383,0
49.0,53460.0,4476.0,16.3,630.0,40181.0,0.288,1,5,0,-0.484,1
50.0,52181.0,4356.0,1.5,527.0,34658.0,0.449,3,3,0,0.504,1
35.0,112558.0,9257.0,3.5,618.0,67490.0,0.181,1,6,0,1.889,1
45.0,54497.0,4616.0,22.6,595.0,20602.0,0.418,0,2,1,-0.114,0
35.0,56905.0,4643.0,13.5,690.0,23818.0,0.244,1,2,0,-0.426,0
53.0,68391.0,5621.0,10.5,551.0,16993.0,0.288,3,0,1,-1.037,1
45.0,52632.0,4454.0,21.7,602.0,34877.0,0.343,1,3,0,-0.789,0
25.0,38023.0,3227.0,3.1,625.0,10019.0,0.396,1,2,0,-0.408,0
40.0,65197.0,5347.0,19.4,724.0,37672.0,0.4,0,3,0,-1.485,0
56.0,54049.0,4525.0,34.9,850.0,38171.0,0.398,1,2,0,0.971,0
36.0,126008.0,10337.0,9.9,686.0,58483.0,0.272,1,4,1,-0.305,0
43.0,78424.0,6510.0,10.7,593.0,13127.0,0.475,0,0,0,0.553,0
44.0,42071.0,3516.0,3.4,614.0,2889.0,0.355,2,2,0,0.419,0
27.0,76356.0,6434.0,3.5,708.0,42372.0,0.02,0,0,0,0.491,0
44.0,63173.0,5298.0,9.4,570.0,13802.0,0.299,4,2,0,-0.229,1
23.0,99144.0,8307.0,1.7,738.0,7862.0,0.258,0,3,0,0.876,0
31.0,43438.0,3542.0,1.0,680.0,13355.0,0.265,2,2,1,0.977,0
50.0,59874.0,5028.0,24.9,664.0,29134.0,0.36,0,3,0,0.246,0
42.0,52601.0,4432.0,21.2,553.0,24389.0,0.327,5,2,0,-1.199,1
35.0,56467.0,4770.0,3.1,726.0,9913.0,0.228,0,2,0,1.266,0
43.0,36929.0,3033.0,14.5,614.0,18575.0,0.446,1,4,0,-0.557,0
37.0,71271.0,6048.0,13.9,678.0,25521.0,0.167,1,1,0,0.998,0
38.0,66381.0,5386.0,10.1,654.0,27098.0,0.161,0,1,0,0.459,0
45.0,98070.0,8102.0,23.6,561.0,69220.0,0.187,3,6,0,-0.895,0
30.0,54752.0,4538.0,5.1,646.0,5962.0,0.34,3,2,0,0.371,0
38.0,45696.0,3712.0,5.0,578.0,20376.0,0.333,1,3,0,-0.485,0
35.0,78454.0,6500.0,6.9,618.0,14139.0,0.215,0,2,1,-0.524,0
21.0,38472.0,3220.0,0.5,691.0,7197.0,0.236,0,3,0,1.374,0
28.0,89620.0,7196.0,2.0,710.0,45513.0,0.296,0,3,0,-1.222,0
55.0,89533.0,7402.0,27.7,673.0,49448.0,0.189,0,3,0,0.11,0
42.0,96845.0,7788.0,13.7,605.0,48875.0,0.376,1,2,0,0.978,1
23.0,65158.0,5652.0,1.3,615.0,48388.0,0.453,0,3,0,0.092,1
21.0,44186.0,3698.0,0.4,614.0,28544.0,0.278,2,0,1,-0.849,1
37.0,57770.0,4826.0,6.2,514.0,11494.0,0.331,3,3,0,0.58,1
55.0,65259.0,5463.0,15.8,673.0,34385.0,0.307,1,2,0,-0.498,0
36.0,42746.0,3605.0,8.4,548.0,22025.0,0.433,2,0,0,-0.336,0
52.0,100207.0,8514.0,10.7,671.0,53600.0,0.49,1,3,0,-2.046,0
42.0,71405.0,5764.0,17.9,567.0,26549.0,0.26,3,4,0,0.994,0
43.0,36812.0,3148.0,21.5,586.0,28004.0,0.299,3,6,0,0.645,1
23.0,128333.0,10961.0,1.7,708.0,51051.0,0.382,0,4,0,0.674,0
48.0,57464.0,4782.0,20.1,672.0,36893.0,0.331,1,3,0,-0.92,0
34.0,33615.0,2795.0,13.3,535.0,13815.0,0.205,2,3,1,-1.111,1
47.0,37853.0,2959.0,5.3,624.0,24248.0,0.115,1,4,0,0.49,0
29.0,107430.0,8730.0,1.7,679.0,37249.0,0.236,3,1,0,0.19,0
40.0,125033.0,10528.0,1.4,617.0,6328.0,0.329,2,4,0,1.931,0
42.0,86626.0,7392.0,9.7,641.0,36807.0,0.257,1,1,0,0.635,0
36.0,99586.0,8420.0,5.4,680.0,45909.0,0.191,1,3,0,-0.886,0
42.0,95089.0,7912.0,12.6,669.0,13000.0,0.238,1,0,1,-0.962,0
35.0,70665.0,6116.0,6.8,594.0,38787.0,0.479,4,5,0,0.285,0
31.0,63778.0,5422.0,2.1,663.0,44026.0,0.183,2,1,1,0.683,0
56.0,70124.0,5798.0,13.9,647.0,49175.0,0.265,0,2,0,1.129,0
50.0,76596.0,6662.0,0.9,781.0,25481.0,0.244,1,4,0,0.385,0
30.0,39394.0,3211.0,5.2,655.0,14084.0,0.492,0,2,0,-0.624,0
44.0,76456.0,6184.0,6.6,673.0,53044.0,0.149,0,5,1,-0.431,0
30.0,106029.0,8761.0,1.1,679.0,84690.0,0.218,1,8,1,-1.214,1
25.0,50122.0,4113.0,0.3,638.0,4484.0,0.303,4,1,1,1.214,0
49.0,47769.0,3952.0,21.0,620.0,4602.0,0.313,0,2,1,0.057,0
21.0,68155.0,5770.0,0.2,692.0,6181.0,0.408,0,0,0,-3.107,0
48.0,41058.0,3419.0,18.6,702.0,16294.0,0.398,2,2,1,0.585,0
35.0,30410.0,2534.0,12.4,812.0,19414.0,0.226,1,2,0,-0.038,0
36.0,92186.0,7691.0,7.8,716.0,11086.0,0.328,1,2,0,-0.526,0
43.0,44899.0,3569.0,3.0,715.0,25444.0,0.279,1,4,0,0.256,0
44.0,55459.0,4481.0,15.0,718.0,9892.0,0.25,0,2,0,0.244,1
29.0,41795.0,3456.0,0.6,612.0,3123.0,0.398,0,3,0,0.697,0
46.0,97697.0,8004.0,21.2,583.0,48525.0,0.322,2,3,0,0.414,1
39.0,80742.0,6697.0,14.7,597.0,39999.0,0.456,1,4,0,0.322,1
24.0,49353.0,4228.0,1.7,709.0,12954.0,0.344,0,2,0,-0.393,0
36.0,32342.0,2691.0,4.3,762.0,9434.0,0.389,2,1,0,0.953,0
53.0,47050.0,3817.0,23.6,723.0,14844.0,0.025,1,3,1,-2.02,0
56.0,71087.0,5830.0,20.7,659.0,53096.0,0.305,0,5,1,0.273,0
46.0,59873.0,5160.0,3.8,779.0,41895.0,0.34,1,2,0,-1.134,1
25.0,57768.0,4962.0,3.7,631.0,25743.0,0.349,3,0,0,-0.241,0
43.0,60497.0,5102.0,7.8,584.0,46740.0,0.451,3,1,0,0.564,1
47.0,77385.0,6247.0,24.5,690.0,37631.0,0.358,0,3,0,-0.356,1
46.0,53974.0,4525.0,21.6,761.0,6809.0,0.175,0,1,0,-0.221,0
47.0,67346.0,5655.0,7.3,605.0,27973.0,0.351,0,1,0,0.822,1
42.0,35277.0,2941.0,5.6,543.0,25431.0,0.38,1,2,0,-1.27,1
37.0,173567.0,14299.0,6.8,666.0,94940.0,0.236,1,4,0,0.752,0
31.0,48405.0,4004.0,9.1,719.0,37005.0,0.256,0,5,0,-0.205,1
21.0,60277.0,4959.0,0.1,453.0,27014.0,0.376,4,7,0,1.36,1
42.0,70969.0,5779.0,6.9,732.0,52083.0,0.297,1,4,0,-0.801,0
40.0,45717.0,3914.0,13.2,571.0,28571.0,0.406,4,3,0,0.541,1
44.0,55194.0,4681.0,0.8,711.0,36816.0,0.316,0,5,0,0.447,0
23.0,54893.0,4548.0,0.2,520.0,43563.0,0.079,3,3,0,-1.823,1
45.0,36453.0,3059.0,19.1,566.0,10086.0,0.303,1,2,0,0.301,0
61.0,67000.0,5627.0,21.2,714.0,34910.0,0.257,1,1,0,0.632,0
39.0,26185.0,2284.0,10.5,750.0,6346.0,0.359,0,2,0,-0.516,0
37.0,121032.0,10262.0,4.3,662.0,83563.0,0.34,1,2,0,1.335,0
41.0,78584.0,6658.0,11.4,833.0,38460.0,0.203,0,2,0,-1.267,0
60.0,73328.0,6115.0,22.0,599.0,13337.0,0.317,3,1,1,-1.188,1
27.0,25175.0,2080.0,2.8,589.0,9212.0,0.351,4,4,0,-0.608,1
40.0,38501.0,3297.0,19.5,649.0,7173.0,0.342,1,2,0,-0.838,0
29.0,102775.0,8676.0,0.5,636.0,40438.0,0.395,0,1,0,0.321,0
32.0,300000.0,24585.0,5.0,682.0,32457.0,0.195,3,3,1,0.744,0
37.0,94155.0,7917.0,15.0,615.0,72872.0,0.282,5,3,1,-1.22,1
53.0,87703.0,7431.0,6.8,703.0,43629.0,0.075,0,5,1,-0.529,0
58.0,69656.0,5561.0,35.4,716.0,55237.0,0.415,0,1,1,-0.341,0
43.0,37561.0,3072.0,9.8,778.0,6773.0,0.31,0,0,1,0.418,0
34.0,86070.0,7225.0,2.2,627.0,29118.0,0.289,0,4,0,-1.223,0
65.0,33508.0,2685.0,4.2,686.0,25079.0,0.287,2,4,0,-1.318,0
33.0,31899.0,2564.0,4.3,705.0,18150.0,0.348,0,1,0,-0.025,0
32.0,31008.0,2570.0,10.8,665.0,3179.0,0.404,0,2,0,0.247,0
21.0,85320.0,7180.0,0.9,646.0,60781.0,0.271,4,1,0,0.836,1
53.0,53597.0,4514.0,18.8,525.0,10271.0,0.341,2,1,1,2.455,1
49.0,57554.0,4948.0,3.4,668.0,14179.0,0.34,1,4,1,-0.635,1
65.0,54620.0,4559.0,20.4,712.0,32707.0,0.08,0,0,0,-0.782,0
23.0,33141.0,2741.0,1.1,657.0,19322.0,0.229,0,5,0,0.452,0
54.0,40671.0,3301.0,7.9,609.0,22184.0,0.344,2,5,0,0.162,0
39.0,41602.0,3440.0,1.4,543.0,2249.0,0.423,1,5,0,1.029,0
47.0,29223.0,2470.0,10.3,697.0,6927.0,0.436,0,2,0,-0.395,0
21.0,43835.0,3708.0,0.4,663.0,13531.0,0.178,0,4,0,-0.831,0
54.0,33810.0,2832.0,24.0,769.0,11842.0,0.4,1,1,0,0.779,0
47.0,71328.0,6009.0,10.5,564.0,7522.0,0.403,2,2,0,0.07,0
38.0,74052.0,6329.0,0.2,627.0,41213.0,0.341,3,2,1,1.063,0
45.0,30729.0,2565.0,0.5,568.0,22077.0,0.098,2,2,0,0.048,1
30.0,48127.0,4120.0,6.6,735.0,38129.0,0.246,0,4,0,0.146,1
32.0,126794.0,10413.0,7.7,751.0,82224.0,0.311,0,2,0,-1.636,0
33.0,35374.0,2944.0,2.1,796.0,7144.0,0.276,0,4,0,-0.765,0
21.0,66641.0,5500.0,0.9,697.0,28887.0,0.083,1,4,0,0.834,0
47.0,57675.0,4882.0,18.2,724.0,42495.0,0.274,1,5,0,2.115,1
51.0,89939.0,7343.0,4.8,693.0,8989.0,0.207,1,3,0,1.469,0
30.0,62821.0,5201.0,3.0,702.0,13899.0,0.359,1,4,1,1.741,0
42.0,45297.0,3634.0,21.3,674.0,11259.0,0.348,0,1,0,-0.167,0
35.0,56677.0,4779.0,6.1,706.0,28746.0,0.352,0,0,0,0.464,0
42.0,57051.0,4873.0,5.1,812.0,43567.0,0.263,2,3,0,0.343,1
31.0,52777.0,4478.0,5.8,678.0,21741.0,0.302,2,1,0,-0.499,0
28.0,30378.0,2573.0,1.7,663.0,14367.0,0.292,0,1,0,0.041,1
50.0,96228.0,8154.0,23.4,686.0,50991.0,0.391,0,7,0,0.254,0
37.0,88875.0,7510.0,13.7,656.0,61204.0,0.247,3,3,0,-0.847,1
60.0,34379.0,2900.0,32.2,693.0,9102.0,0.224,0,1,0,0.428,0
39.0,48039.0,4058.0,11.4,653.0,24965.0,0.396,0,3,0,0.501,1
28.0,49702.0,4088.0,5.4,743.0,36977.0,0.382,1,3,0,-0.82,1
51.0,32684.0,2713.0,10.1,738.0,24651.0,0.347,1,1,0,-0.852,0
45.0,23743.0,1981.0,21.9,823.0,8001.0,0.458,0,2,0,-0.036,0
46.0,40673.0,3367.0,3.7,660.0,5444.0,0.509,3,3,1,0.189,0
51.0,46850.0,3782.0,7.9,684.0,34823.0,0.423,0,2,0,-0.61,0
31.0,28754.0,2337.0,10.7,683.0,21299.0,0.225,0,1,1,1.409,0
37.0,59559.0,4986.0,15.9,682.0,7322.0,0.383,1,4,0,2.766,0
36.0,92816.0,7875.0,8.2,743.0,10303.0,0.311,1,2,0,3.507,0
24.0,80341.0,6696.0,1.9,547.0,15173.0,0.244,1,4,0,-0.4,0
35.0,51952.0,4569.0,1.8,693.0,27802.0,0.226,0,2,0,-0.482,1
53.0,24026.0,1965.0,21.6,810.0,6654.0,0.327,0,3,0,-0.793,0
41.0,75899.0,6381.0,0.6,756.0,17468.0,0.382,0,1,0,0.898,0
23.0,58745.0,5022.0,1.0,748.0,38168.0,0.438,0,4,1,-0.845,0
21.0,66572.0,5666.0,0.4,719.0,15506.0,0.367,0,5,1,0.599,0
56.0,131444.0,11097.0,32.5,635.0,101253.0,0.357,0,1,0,0.582,0
37.0,37946.0,3230.0,16.5,616.0,14375.0,0.279,1,2,0,1.178,0
31.0,15084.0,1258.0,10.6,613.0,5535.0,0.322,2,1,0,0.911,0
35.0,34236.0,2948.0,12.0,586.0,25942.0,0.151,3,1,0,0.37,1
22.0,68447.0,5850.0,0.5,727.0,9589.0,0.357,2,1,0,-0.3,0
54.0,55670.0,4560.0,1.5,764.0,7583.0,0.343,0,2,0,0.881,0
34.0,31826.0,2669.0,5.8,693.0,11941.0,0.491,0,4,0,1.528,0
53.0,29034.0,2345.0,9.8,721.0,14235.0,0.296,0,2,1,0.241,0
39.0,46888.0,4026.0,12.2,687.0,20211.0,0.419,3,2,0,0.318,1
54.0,31393.0,2628.0,12.5,706.0,24053.0,0.253,0,2,0,-1.359,1
41.0,69520.0,5950.0,18.5,521.0,55260.0,0.47,2,2,0,-0.715,1
47.0,45704.0,3800.0,10.2,687.0,3686.0,0.445,2,0,0,-0.668,0
46.0,41477.0,3328.0,9.8,635.0,7222.0,0.413,2,4,0,-0.492,0
45.0,39099.0,3430.0,18.9,667.0,18190.0,0.306,0,1,0,1.703,1
42.0,61914.0,5173.0,12.9,682.0,47215.0,0.278,0,1,0,-0.407,0
35.0,56065.0,4579.0,3.9,612.0,14573.0,0.263,3,2,0,0.237,1
59.0,60233.0,5134.0,26.4,598.0,19594.0,0.203,3,2,0,-0.06,0
28.0,59644.0,5173.0,4.5,610.0,13318.0,0.347,4,1,0,0.625,1
38.0,53242.0,4419.0,1.9,560.0,41293.0,0.275,2,0,0,-0.5,1
38.0,34551.0,2874.0,8.5,583.0,5714.0,0.338,3,4,0,-1.446,0
42.0,39593.0,3315.0,20.6,599.0,18744.0,0.317,2,2,0,1.069,0
33.0,46050.0,3752.0,2.8,561.0,3095.0,0.193,1,2,1,0.353,0
41.0,139306.0,11448.0,8.9,701.0,69828.0,0.406,0,1,1,0.986,0
36.0,29975.0,2587.0,4.5,599.0,10322.0,0.31,6,4,0,1.127,0
21.0,45549.0,3786.0,0.5,530.0,21601.0,0.386,5,4,0,-0.784,1
38.0,57487.0,4710.0,17.7,641.0,6334.0,0.183,1,3,0,0.283,0
26.0,47982.0,3962.0,1.8,583.0,5676.0,0.224,2,1,0,-0.737,0
21.0,89177.0,7591.0,0.8,763.0,10628.0,0.261,1,0,0,-2.247,0
40.0,47871.0,3832.0,16.4,677.0,32379.0,0.324,3,0,0,-0.543,1
43.0,49491.0,4145.0,6.1,560.0,29355.0,0.29,2,4,0,-0.72,1
44.0,79354.0,6938.0,18.4,709.0,11608.0,0.436,1,2,0,0.766,0
44.0,124232.0,10773.0,24.0,678.0,35659.0,0.403,0,3,0,-0.218,1
21.0,103618.0,8734.0,1.0,644.0,39097.0,0.227,3,2,0,0.66,1
23.0,51720.0,4423.0,1.8,771.0,6412.0,0.595,1,5,0,0.638,0
60.0,53788.0,4599.0,6.0,595.0,36575.0,0.292,1,1,0,-1.175,1
26.0,56169.0,4669.0,0.8,733.0,18098.0,0.429,0,2,0,-1.053,0
45.0,58761.0,4987.0,6.6,635.0,32487.0,0.272,1,4,0,0.442,0
30.0,37563.0,3242.0,6.3,662.0,19964.0,0.362,2,2,0,-1.28,1
39.0,83831.0,6809.0,7.3,611.0,61676.0,0.395,2,1,1,-0.755,1
31.0,60359.0,5088.0,7.7,616.0,36605.0,0.15,2,1,0,1.107,0
44.0,53901.0,4524.0,19.0,639.0,4087.0,0.475,3,1,0,-0.15,0
40.0,31041.0,2592.0,3.5,529.0,5162.0,0.222,1,4,0,-1.988,0
33.0,56563.0,4715.0,11.8,690.0,21701.0,0.265,0,0,0,-1.417,0
26.0,23462.0,1964.0,0.4,668.0,2810.0,0.239,0,2,0,1.213,0
41.0,42334.0,3550.0,5.5,558.0,14558.0,0.243,2,1,0,0.658,1
25.0,42689.0,3637.0,3.8,708.0,33428.0,0.248,0,1,0,-0.533,0
43.0,62582.0,5265.0,4.2,764.0,12773.0,0.181,1,2,0,0.224,0
67.0,128158.0,10642.0,10.3,619.0,74146.0,0.376,1,4,1,0.918,1
53.0,71143.0,5829.0,32.1,621.0,17427.0,0.312,0,6,0,-0.914,0
46.0,105543.0,8712.0,23.6,750.0,7981.0,0.286,0,2,0,0.472,0
37.0,73529.0,6159.0,13.9,695.0,9103.0,0.402,2,2,0,-0.862,0
21.0,91250.0,7497.0,0.2,651.0,11673.0,0.477,1,1,0,0.439,0
23.0,126854.0,10771.0,0.9,717.0,34791.0,0.144,1,3,0,1.074,0
52.0,39567.0,3326.0,7.6,683.0,30483.0,0.462,0,7,0,1.207,1
29.0,38422.0,3275.0,1.8,761.0,19806.0,0.298,0,7,0,-0.199,1
30.0,74314.0,6114.0,10.0,664.0,10571.0,0.165,1,2,0,0.737,0
36.0,54909.0,4500.0,2.7,691.0,5639.0,0.341,0,3,0,0.483,0
26.0,60733.0,5176.0,4.7,739.0,47255.0,0.288,1,2,0,-0.553,0
25.0,49177.0,4109.0,0.2,489.0,8779.0,0.386,1,1,0,-1.293,1
37.0,42057.0,3491.0,9.5,744.0,10634.0,0.315,0,2,0,1.292,0
28.0,114055.0,9637.0,0.6,625.0,77701.0,0.336,0,3,0,-0.022,1
30.0,33528.0,2831.0,0.6,695.0,15630.0,0.256,0,2,1,-0.23,0
29.0,74904.0,6085.0,2.2,778.0,16479.0,0.197,0,4,0,0.528,0
44.0,69633.0,5963.0,22.0,650.0,38183.0,0.374,1,2,0,2.126,1
35.0,27025.0,2234.0,9.9,633.0,8882.0,0.248,4,6,0,-2.069,0
36.0,37844.0,3261.0,10.4,661.0,18399.0,0.34,1,2,0,1.902,0
45.0,40818.0,3311.0,7.3,562.0,5003.0,0.449,2,2,1,-0.125,0
36.0,70909.0,5947.0,11.9,820.0,50356.0,0.284,0,0,0,0.105,0
35.0,46626.0,3871.0,10.2,662.0,23155.0,0.37,0,2,0,-0.975,0
43.0,52922.0,4236.0,10.7,781.0,2818.0,0.297,0,0,0,-1.579,0
45.0,28542.0,2410.0,17.3,645.0,13395.0,0.264,0,2,0,0.461,1
36.0,156647.0,12552.0,14.2,669.0,50370.0,0.144,1,3,0,-0.346,0
39.0,56791.0,4705.0,18.1,735.0,41409.0,0.296,0,3,0,-0.594,0
29.0,68847.0,5864.0,9.4,588.0,10596.0,0.284,5,5,0,-0.873,1
29.0,43123.0,3555.0,4.2,655.0,12949.0,0.213,1,2,0,-1.832,0
46.0,41003.0,3355.0,0.9,724.0,25562.0,0.096,0,3,0,-0.144,0
43.0,130066.0,11012.0,5.2,648.0,28475.0,0.133,1,3,0,0.13,1
43.0,23215.0,1925.0,4.5,628.0,6613.0,0.479,0,1,0,0.702,1
41.0,62348.0,5154.0,6.3,741.0,39181.0,0.304,1,0,0,0.228,1
39.0,31886.0,2725.0,6.7,761.0,18629.0,0.156,0,4,1,0.037,0
46.0,45837.0,3731.0,17.2,778.0,14657.0,0.24,1,6,0,-1.092,0
48.0,41272.0,3408.0,14.9,620.0,16532.0,0.301,1,1,0,0.924,0
48.0,35292.0,2992.0,18.2,629.0,16385.0,0.345,2,1,0,-0.356,0
37.0,55884.0,4542.0,16.4,635.0,40011.0,0.277,2,2,0,0.198,0
53.0,17318.0,1494.0,1.6,711.0,9458.0,0.502,0,4,0,-0.729,1
41.0,47721.0,3959.0,0.3,576.0,23592.0,0.507,0,8,0,0.876,1
45.0,52810.0,4478.0,16.6,588.0,34760.0,0.338,4,3,0,1.215,1
41.0,29834.0,2530.0,11.5,616.0,8301.0,0.263,1,5,0,-0.587,0
41.0,108666.0,9028.0,10.0,599.0,41617.0,0.338,0,0,1,1.608,0
30.0,42091.0,3474.0,8.5,726.0,23781.0,0.167,0,5,0,0.998,0
46.0,49425.0,4115.0,4.1,719.0,17443.0,0.4,0,0,0,2.056,0
69.0,42133.0,3561.0,28.3,640.0,17246.0,0.317,0,1,0,1.356,0
34.0,53018.0,4331.0,12.9,653.0,9028.0,0.179,3,1,0,0.031,0
39.0,99087.0,8059.0,8.4,486.0,50288.0,0.242,4,1,0,-1.212,0
33.0,167367.0,14361.0,7.6,632.0,88734.0,0.357,2,2,0,0.452,1
33.0,76928.0,6316.0,0.9,748.0,53245.0,0.133,2,1,0,-1.59,0
55.0,89741.0,7531.0,12.2,630.0,10236.0,0.211,2,3,1,1.033,0
31.0,119072.0,9883.0,0.4,584.0,86289.0,0.253,3,6,1,0.267,0
33.0,61518.0,5110.0,7.3,760.0,7041.0,0.398,0,3,0,-0.526,0
21.0,111491.0,9557.0,0.6,582.0,67895.0,0.471,4,2,0,-0.207,1
30.0,78564.0,6536.0,9.2,773.0,38635.0,0.338,0,3,1,1.356,0
21.0,58682.0,4855.0,0.6,850.0,20805.0,0.02,1,1,0,0.44,0
45.0,64392.0,5337.0,0.1,652.0,47818.0,0.188,3,1,0,-0.018,0
69.0,24233.0,1999.0,40.0,767.0,9509.0,0.65,0,2,0,-0.345,0
34.0,62727.0,5157.0,4.6,545.0,4301.0,0.316,1,2,0,0.191,1
21.0,27458.0,2265.0,0.7,540.0,12094.0,0.039,2,2,0,0.843,1
48.0,26469.0,2279.0,7.4,608.0,11894.0,0.537,3,1,1,0.541,1
